1,394.676619770587,1,176763
2,454.38901104575046,1,179178
3,386.59382567031395,1,181989
4,378.7685220678839,1,196677
5,449.18796975042574,1,4831
6,404.44429001111473,1,84185
7,366.2147762799433,1,191298
8,407.23852550232664,1,186981
9,381.3296474774654,1,194647
10,375.02842689455645,1,31148
11,406.4733856043706,1,158950
12,400.41367965361013,1,193493
13,413.9933047336344,1,49923
14,394.4802835965748,1,109141
15,413.71962755114237,1,176428
16,453.71457651129356,1,190738
17,358.36788229288516,1,138083
18,403.7100989740986,1,108802
19,383.83299148587577,1,131701
20,379.78543112138885,1,162630
21,380.1609424394018,1,119701
22,386.17174583292297,1,169849
23,445.4327199176472,1,22190
24,376.28746454219333,1,97487
25,358.4372574587064,1,139697
