1,440.25921859153163,1,21202
2,444.16551863014354,1,31628
3,438.8659799875769,1,15374
4,446.9435772357423,1,121714
5,451.40004274014643,1,31980
6,438.0480486552353,1,19221
7,441.7830148248045,1,11360
8,435.98178546576474,1,14675
9,441.90718009551387,1,33582
10,435.5905268365992,1,28934
11,439.9929401237305,1,15931
12,432.46679799092124,1,24785
13,436.7086319590378,1,39954
14,446.8824625881698,1,63837
15,446.3078566987439,1,33747
16,440.69286740366863,1,17487
17,446.191895773268,1,11864
18,447.00877119527644,1,168947
19,442.4411489719869,1,31731
20,441.5644340335056,1,8106
21,442.2966781593842,1,9437
22,431.8937351097427,1,27462
23,440.0299428749573,1,10432
24,446.77056297934035,1,11828
25,446.92863959881777,1,133325
