1,447.694094648581,1,40088
2,454.6230760726222,1,8262
3,448.7245484705916,1,26066
4,446.9921980690703,1,161070
5,453.15308044608366,1,21758
6,447.21147492183877,1,15835
7,446.96887867767424,1,72651
8,439.9949553318853,1,16261
9,446.1706049375241,1,16162
10,448.987838150432,1,17945
11,437.9717076979641,1,16591
12,430.4760097591648,1,6071
13,447.0337194545306,1,159882
14,439.63821297225536,1,13477
15,445.05745224065555,1,8148
16,439.5433352341319,1,39690
17,447.0876861513967,1,58558
18,447.1088122907283,1,149854
19,452.38062139789633,1,8054
20,432.49946265946613,1,13119
21,450.3847106622956,1,10274
22,447.1091565409809,1,65595
23,453.5539679352902,1,10948
24,439.26861811502573,1,6234
25,446.96912715128445,1,154667
