1,377.8394662540001,1,166284
2,407.3594021731442,1,172801
3,408.52892747554245,1,155396
4,372.26747955583204,1,174075
5,379.78556178086853,1,127378
6,358.36788712033695,1,168379
7,445.4168605212931,1,148556
8,386.25075242585734,1,192697
9,390.1328072520419,1,190580
10,394.4802982264039,1,180462
11,394.2644120771124,1,69794
12,394.9169674204333,1,177149
13,399.82055658311214,1,189858
14,399.58906698441564,1,183456
15,358.36796266935187,1,199485
16,384.4247288893045,1,126291
17,390.2721226817491,1,69669
18,405.93462530071383,1,182377
19,358.4372575477776,1,173455
20,389.2811873765354,1,129081
21,376.1820457527028,1,181998
22,396.5273682751704,1,136277
23,380.85472235563486,1,186966
24,391.5067894799008,1,160669
25,371.5030016891046,1,173084
