1,402.593154085867,1,194944
2,415.16761515631157,1,108177
3,427.7092679515215,1,141968
4,386.88517272963736,1,197003
5,429.6349176744136,1,145204
6,393.8348676166974,1,97811
7,398.46578941506937,1,120574
8,428.59824980716405,1,156184
9,408.35834040821044,1,144852
10,422.74687992266297,1,143153
11,417.27013931175145,1,174045
12,420.8342479144653,1,142554
13,398.79554854966585,1,180025
14,420.87112516686443,1,191536
15,401.9245135002986,1,175040
16,413.6733827498189,1,190915
17,405.715395747978,1,110070
18,414.9842611882209,1,99398
19,411.96403227477805,1,198449
20,410.11885317622534,1,175356
21,366.56545970643265,1,199996
22,416.6803157132272,1,169573
23,415.87844952818836,1,159847
24,417.4430265352463,1,171967
25,411.4604861281329,1,77412
