1,424.6945787203258,1,56393
2,416.94439971403267,1,97693
3,436.47834748857184,1,189492
4,415.1271786446241,1,116070
5,406.4292412317859,1,48609
6,402.53767808380366,1,98095
7,430.6987932736326,1,135852
8,423.9556339146668,1,175662
9,410.35937370775696,1,96090
10,435.2472232175042,1,194584
11,441.6468044376226,1,10661
12,418.40319621369656,1,52818
13,439.93184139043416,1,50271
14,440.5002451214269,1,92700
15,396.304405215241,1,134320
16,425.1232907361326,1,180640
17,434.94744294231367,1,174951
18,429.17177398550143,1,53772
19,430.05255466209957,1,52392
20,438.5739606363471,1,139833
21,440.345235198553,1,185017
22,428.10178413460943,1,199999
23,431.91821438499414,1,103317
24,424.31247160734773,1,101220
25,422.28871246082497,1,112349
