1,462.9003749767658,1,4747
2,437.2599247392992,1,174776
3,429.02653791891316,1,90025
4,425.9390187175761,1,46214
5,466.0668839526694,1,6681
6,425.3023869361974,1,45915
7,450.1449700878668,1,168407
8,406.4582905201531,1,169984
9,429.85382403593394,1,45968
10,442.605385392489,1,172099
11,437.06959455614736,1,46352
12,433.25826788710697,1,165675
13,446.72355797206086,1,166454
14,430.64486015750424,1,98203
15,411.3943787757504,1,90262
16,416.01911623637545,1,179045
17,436.6398676995992,1,46418
18,432.0356780531001,1,44144
19,429.7690287864259,1,174644
20,435.3805978492883,1,170095
21,438.9446051642991,1,86757
22,427.7687906651454,1,169247
23,426.0410209692259,1,169655
24,414.00672662316623,1,88626
25,444.0740863682267,1,44826
