1,437.45037347975153,1,88216
2,387.1252357211026,1,160203
3,420.28136690257264,1,77603
4,423.8872004771721,1,53007
5,451.7727484134351,1,50044
6,441.95522128637947,1,57711
7,415.73035760909397,1,54830
8,404.24038633111104,1,56044
9,396.8532152052228,1,168243
10,426.28930986335797,1,54423
11,425.82583309370136,1,86280
12,443.54791939379294,1,50624
13,406.4556565536065,1,150604
14,416.6097708812644,1,23803
15,431.9021116524981,1,84060
16,436.94638545743936,1,94599
17,401.7255977778458,1,113348
18,413.3590553796665,1,48784
19,419.0757491288138,1,25665
20,438.19543946344976,1,47623
21,412.64846200922307,1,86794
22,427.99129951476516,1,130264
23,426.45346010419695,1,88152
24,426.03997583575546,1,162015
25,415.86621995873816,1,135700
